,price_try,make,series,year,km,transmission,fuel,body_type,warranty,from_,wheel_drive,cylinder_number,torque_nm,engine_capacity_cc,engine_power_hp,max_power_rpm,min_power_rpm,acceleration_0to100_sec,max_speed_kmh,average_fuel_consumption_lt,painted_changed
153,1125000,Volkswagen,Passat,2015,149000,Semiautomatic,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,250,1395,150,5000,1500,8.4,220,5.1,Original
154,260000,Renault,Megane,1999,400000,Manual,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,148,1598,107,2500,1200,9.8,195,7.0,Original
155,1440000,BMW,5 Series,2012,205000,Automatic,Diesel,Hatchback,Warrantless,Dealer,Rear-Wheel Drive,6,380,1995,184,4000,1750,8.9,213,5.3,Original
156,480000,Other,Other Other,2005,340000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,240,1560,109,4000,1750,12.0,190,4.9,Original
157,335000,Opel,Corsa,1997,248000,Automatic,LPG & Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,120,1389,90,2500,1200,13.6,172,8.2,Painted or Changed
158,1025000,Opel,Other Opel,2015,213250,Automatic,Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,260,1598,170,6000,4500,9.9,210,7.0,Painted or Changed
159,145000,Tofaş,Other Tofaş,1990,111111,Manual,LPG & Gasoline,Other,Warrantless,Dealer,Rear-Wheel Drive,4,131,1581,83,5800,3250,15.2,168,6.5,Original
160,437500,Renault,Megane,2008,290000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,240,1461,106,4000,1900,11.2,186,4.7,Painted or Changed
161,975000,Other,Other Other,2008,225000,Automatic,Diesel,Sedan,Warranted,Dealer,Rear-Wheel Drive,6,435,2720,207,4000,1900,8.2,229,7.5,Original
162,447000,Fiat,Linea,2014,214000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,200,1248,95,4000,1500,13.8,170,4.9,Original
163,535000,Ford,Fiesta,2014,230000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,185,1498,75,4000,1700,13.5,167,3.7,Original
164,478000,Other,Other Other,2012,147000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,200,1461,75,4000,1750,14.6,164,3.9,Painted or Changed
165,430000,Fiat,Linea,2014,171000,Manual,Diesel,Sedan,Warranted,Dealer,Front-Wheel Drive,4,200,1248,95,4000,1500,13.8,170,4.9,Original
166,362500,Opel,Astra,2006,255000,Manual,Gasoline,Hatchback,Warranted,Dealer,Front-Wheel Drive,4,125,1364,90,2500,1200,13.0,180,7.2,Original
167,660000,Other,Other Other,2010,260000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,270,1560,115,3600,2500,11.4,195,4.3,Original
168,194500,Other,Other Other,2000,136000,Manual,LPG & Gasoline,Other,Warrantless,Dealer,Front-Wheel Drive,4,102,1324,64,5500,4000,11.8,150,6.8,Original
169,2610000,Volkswagen,Other Volkswagen,2019,98000,Semiautomatic,Diesel,Hatchback,Warranted,Dealer,4WD (Continuous),4,500,1968,240,4000,1750,6.5,245,5.9,Original
170,248000,Other,Other Other,2001,192000,Manual,LPG & Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,106,1289,68,2500,1200,13.5,162,6.7,Original
171,435000,Hyundai,Other Hyundai,2010,240000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,235,1493,110,4000,1900,11.1,180,4.5,Original
172,425000,Toyota,Corolla,2006,347200,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,190,1364,90,3000,1800,13.3,180,4.8,Original
173,2800000,Mercedes - Benz,Other Mercedes - Benz,2017,177000,Automatic,Diesel,Sedan,Warrantless,Dealer,4WD (Continuous),4,400,1950,194,3800,1600,7.5,239,4.8,Painted or Changed
174,380000,Fiat,Other Fiat,2010,235000,Manual,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,115,1368,77,6000,3000,13.5,162,6.2,Painted or Changed
175,280000,Opel,Corsa,1997,245000,Manual,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,120,1389,90,2500,1200,12.5,180,7.4,Painted or Changed
176,990000,Renault,Megane,2018,97000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,250,1461,110,4000,1750,12.5,190,3.8,Original
177,730000,Renault,Fluence,2015,124000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,200,1461,90,4000,1750,13.0,180,4.5,Original
178,1250000,BMW,5 Series,2011,297000,Automatic,Diesel,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,380,1995,184,4000,2750,8.1,225,5.2,Painted or Changed
179,1100000,BMW,3 Series,2014,309000,Automatic,Diesel,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,380,1995,184,4000,1750,7.6,230,4.4,Painted or Changed
180,765000,Fiat,Egea,2019,113000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,320,1598,120,3750,1750,9.8,200,3.9,Painted or Changed
181,561000,Other,Other Other,2010,140000,Automatic,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,110,1240,80,5200,3600,17.9,145,6.6,Painted or Changed
182,450000,Opel,Corsa,2013,168000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,190,1248,75,4000,1750,14.9,163,4.2,Painted or Changed
183,794000,Renault,Clio,2018,117500,Semiautomatic,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,220,1461,90,4000,1750,12.9,176,3.7,Original
184,663000,Peugeot,Other Peugeot,2019,128000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,250,1499,102,3500,1750,10.1,190,3.9,Original
185,675000,Fiat,Egea,2019,122000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,200,1248,95,3750,1500,11.7,183,4.1,Original
186,623000,Ford,Focus,2011,59000,Manual,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,150,1596,100,4000,2000,11.9,182,6.7,Original
187,739000,Toyota,Other Toyota,2011,278000,Automatic,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,196,1987,152,6200,4000,10.0,205,7.0,Original
188,1080000,Volkswagen,Passat,2013,182000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,250,1598,105,4400,2500,12.2,193,4.7,Original
189,669500,Fiat,Egea,2019,126500,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,200,1248,95,3750,1500,11.7,183,4.1,Original
190,650000,Renault,Symbol,2017,95000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,220,1461,90,4000,1750,12.2,167,3.9,Original
191,427000,Other,Other Other,2010,155000,Manual,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,114,1242,95,5500,4500,12.3,175,5.5,Original
192,585000,Honda,Civic,2010,158000,Automatic,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,152,1595,125,6500,4200,10.3,192,6.7,Painted or Changed
193,310000,Renault,Megane,2001,274000,Manual,LPG & Gasoline,Other,Warrantless,Dealer,Front-Wheel Drive,4,148,1598,107,2500,1200,10.3,193,7.2,Painted or Changed
194,630000,Renault,Clio,2020,50000,Manual,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,3,140,898,90,5000,2500,12.9,178,5.0,Original
195,267750,Peugeot,Other Peugeot,1999,260000,Manual,LPG & Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,135,1587,89,2500,1200,13.4,185,7.0,Original
196,399750,Other,Other Other,2005,191000,Manual,LPG & Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,131,1399,95,6200,4400,11.6,175,7.2,Original
197,305000,Volkswagen,Passat,1998,344000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,210,1896,90,2500,1200,13.9,184,5.3,Original
198,455000,Fiat,Other Fiat,2011,201000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,190,1248,75,4000,1750,13.6,165,4.1,Painted or Changed
199,689000,Opel,Other Opel,2009,199000,Manual,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,230,1598,180,5500,5500,8.9,225,7.7,Original
200,665000,Peugeot,Other Peugeot,2011,213000,Semiautomatic,Diesel,Sedan,Warranted,Dealer,Front-Wheel Drive,4,270,1560,114,3600,1750,13.1,197,4.4,Painted or Changed
201,265000,Fiat,Other Fiat,2000,300000,Manual,LPG & Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,115,1368,77,6000,3000,13.0,169,6.1,Painted or Changed
202,1720000,BMW,3 Series,2017,169000,Automatic,Diesel,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,320,1995,150,4000,1500,8.4,212,4.0,Original
203,1125000,Opel,Other Opel,2019,189000,Automatic,Diesel,Hatchback,Warranted,Dealer,Front-Wheel Drive,4,320,1598,136,3500,2000,10.9,203,5.1,Painted or Changed
204,755000,Other,Other Other,2021,74000,Automatic,Gasoline,Hatchback,Warranted,Dealer,Front-Wheel Drive,3,142,999,90,5000,1750,14.2,163,5.2,Painted or Changed
205,685000,Fiat,Egea,2017,232000,Automatic,LPG & Gasoline,Sedan,Warranted,Dealer,Front-Wheel Drive,4,152,1598,110,5500,4500,11.2,192,6.3,Painted or Changed
206,2850000,Mercedes - Benz,Other Mercedes - Benz,2018,12500,Automatic,Gasoline,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,250,1595,156,5300,1200,8.9,228,6.5,Original
207,985000,Honda,Other Honda,2022,23000,Automatic,Gasoline,Sedan,Warranted,Dealer,Front-Wheel Drive,4,145,1498,121,6600,4300,10.5,198,6.2,Original
208,457500,Toyota,Other Toyota,2006,187500,Manual,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,90,998,65,2500,1200,13.6,155,5.6,Original
209,512500,Peugeot,Other Peugeot,2016,185000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,230,1560,93,3500,1750,11.2,180,4.3,Original
210,709000,Ford,Focus,2012,116000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,230,1560,95,3600,2000,12.5,180,4.2,Original
211,627000,Other,Other Other,2013,75000,Automatic,Gasoline,Hatchback,Warranted,Dealer,Front-Wheel Drive,3,110,1198,80,6000,4000,14.5,161,5.4,Original
212,535000,Opel,Astra,2010,193000,Semiautomatic,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,200,1248,90,2500,1750,15.2,171,5.0,Original
213,770000,Hyundai,Other Hyundai,2016,65000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,240,1396,90,4000,1500,13.5,175,4.1,Original
214,745500,Toyota,Corolla,2017,75000,Manual,Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,128,1329,99,6000,3800,12.6,180,5.8,Painted or Changed
215,799000,Ford,Focus,2018,223000,Automatic,Diesel,Other,Warranted,Dealer,Front-Wheel Drive,4,300,1500,120,3000,1200,10.2,196,4.3,Original
216,657500,BMW,3 Series,2005,153000,Automatic,Gasoline,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,200,1995,143,6000,3750,10.2,214,8.1,Painted or Changed
217,479900,Opel,Corsa,2010,240000,Automatic,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,120,1201,76,2500,1200,15.2,155,5.5,Original
218,595000,Toyota,Corolla,2008,223000,Semiautomatic,Diesel,Sedan,Warranted,Dealer,Front-Wheel Drive,4,190,1364,90,3800,1800,14.7,175,4.9,Original
219,1250000,Volkswagen,Other Volkswagen,2016,93000,Semiautomatic,Gasoline,Other,Warrantless,Dealer,Front-Wheel Drive,4,250,1395,150,5000,1500,8.9,218,5.6,Painted or Changed
220,1295000,Other,Other Other,2017,67000,Semiautomatic,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,250,1395,150,6000,3500,8.8,220,5.1,Original
221,385000,Fiat,Other Fiat,2005,177000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,180,1248,70,4000,1750,14.5,160,4.7,Original
222,385000,Hyundai,Other Hyundai,2007,238500,Manual,Gasoline,Sedan,Warrantless,Owner,Front-Wheel Drive,4,125,1399,97,6000,4700,12.3,177,6.5,Painted or Changed
223,638000,Hyundai,Other Hyundai,2016,153000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,300,1582,136,4000,1750,10.0,190,4.6,Painted or Changed
224,349500,Mercedes - Benz,Other Mercedes - Benz,1995,360000,Manual,LPG & Gasoline,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,190,1998,136,2500,1200,10.8,198,5.5,Original
225,2169900,BMW,5 Series,2018,175000,Automatic,Gasoline,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,250,1597,170,6000,2000,8.3,226,6.5,Original
226,390000,Seat,Other Seat,2003,306000,Automatic,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,126,1390,75,2500,1200,15.9,172,7.5,Original
227,1010000,Volkswagen,Golf,2018,237000,Automatic,Diesel,Hatchback,Warranted,Dealer,Front-Wheel Drive,4,150,1598,115,2500,1200,15.2,155,5.5,Original
228,1050000,Other,Other Other,2019,179000,Semiautomatic,Diesel,Hatchback,Warranted,Dealer,Front-Wheel Drive,4,250,1598,110,3250,1500,10.9,195,3.7,Original
229,850000,Other,Other Other,2015,317000,Semiautomatic,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,250,1598,110,3250,1500,10.9,195,3.7,Painted or Changed
230,1360000,Volkswagen,Passat,2015,146000,Automatic,Gasoline,Sedan,Warranted,Dealer,Front-Wheel Drive,4,140,1400,126,2500,1200,15.2,155,5.5,Original
231,435000,Fiat,Linea,2012,248000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,200,1248,90,4000,1750,13.8,170,4.9,Painted or Changed
232,999000,Volkswagen,Jetta,2015,113000,Semiautomatic,Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,200,1395,125,5000,1400,9.6,206,5.0,Original
233,1290000,Mercedes - Benz,Other Mercedes - Benz,2014,161000,Semiautomatic,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,250,1461,109,4600,2800,10.6,190,4.4,Original
234,413000,Mercedes - Benz,Other Mercedes - Benz,1995,390000,Manual,LPG & Gasoline,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,200,1997,136,2500,1200,13.6,175,5.5,Painted or Changed
235,552000,Volkswagen,Polo,2015,238000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,3,210,1422,75,3750,1500,12.9,173,3.6,Original
236,749000,Ford,Focus,2013,154300,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,270,1560,115,3600,2500,10.9,193,4.2,Painted or Changed
237,950000,Mercedes - Benz,Other Mercedes - Benz,2009,216600,Automatic,LPG & Gasoline,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,230,1597,156,5200,4600,9.5,230,6.5,Original
238,800000,Mercedes - Benz,Other Mercedes - Benz,2004,261000,Automatic,Gasoline,Other,Warrantless,Dealer,Rear-Wheel Drive,4,240,1796,163,2500,1200,10.3,223,8.9,Painted or Changed
239,1239900,Volkswagen,Golf,2017,98000,Semiautomatic,Diesel,Hatchback,Warranted,Dealer,Front-Wheel Drive,4,250,1598,115,4000,1500,10.5,198,4.2,Original
240,979900,Audi,Other Audi,2014,169000,Semiautomatic,Diesel,Sedan,Warranted,Dealer,Front-Wheel Drive,4,250,1598,105,3000,1500,10.9,198,3.9,Original
241,1169900,Audi,Other Audi,2013,228000,Semiautomatic,Diesel,Sedan,Warranted,Dealer,Front-Wheel Drive,4,320,1968,151,4200,2500,9.4,210,5.8,Original
242,1285000,Volkswagen,Passat,2017,100000,Semiautomatic,Diesel,Sedan,Warranted,Dealer,Front-Wheel Drive,4,250,1598,120,4000,1750,10.8,206,4.0,Painted or Changed
243,1350000,Volkswagen,Passat,2015,169000,Semiautomatic,Diesel,Sedan,Warrantless,Owner,Front-Wheel Drive,4,250,1598,120,4000,1750,10.8,206,4.0,Painted or Changed
244,152750,Tofaş,Other Tofaş,1992,80000,Manual,LPG & Gasoline,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,122,1581,80,5500,3250,15.2,155,6.5,Painted or Changed
245,275000,Fiat,Other Fiat,2003,265000,Manual,LPG & Gasoline,Hatchback,Warrantless,Owner,Front-Wheel Drive,4,104,1242,81,5000,4000,13.2,166,7.2,Painted or Changed
246,1220000,Volkswagen,Jetta,2015,37000,Semiautomatic,Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,200,1395,125,5000,1400,9.6,206,5.0,Original
247,410000,Renault,Symbol,2007,99000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,160,1461,65,3750,1900,16.5,160,4.5,Painted or Changed
248,630000,Audi,Other Audi,2009,185000,Manual,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,200,1390,125,5000,1500,9.6,203,6.0,Original
249,793000,Fiat,Egea,2021,39000,Manual,Diesel,Sedan,Warranted,Dealer,Front-Wheel Drive,4,200,1248,95,3750,1500,12.8,184,4.1,Original
250,717000,Peugeot,Other Peugeot,2020,120000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,250,1499,102,3500,1750,10.1,190,3.9,Original
251,710000,Volkswagen,Jetta,2014,263000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,250,1598,105,4400,2500,11.7,190,4.7,Painted or Changed
252,899750,Toyota,Corolla,2018,125403,Semiautomatic,Diesel,Sedan,Warranted,Authorized Dealer,Front-Wheel Drive,4,205,1364,90,3800,1800,14.7,180,4.1,Painted or Changed
253,574900,Opel,Corsa,2013,78000,Manual,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,115,1229,85,5600,4000,13.6,172,5.3,Original
254,150000,Fiat,Other Fiat,2000,180000,Manual,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,90,1372,71,5750,3500,15.2,155,6.5,Painted or Changed
255,190000,Tofaş,Other Tofaş,1998,150000,Manual,LPG & Gasoline,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,122,1581,80,5500,3250,15.2,155,6.5,Original
256,758000,Peugeot,Other Peugeot,2010,103000,Automatic,Gasoline,Other,Warrantless,Dealer,Front-Wheel Drive,4,240,1598,142,6000,1400,11.6,205,8.1,Original
257,724000,Volkswagen,Golf,2015,232000,Semiautomatic,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,175,1197,110,4600,1400,9.9,195,4.9,Original
258,575000,Hyundai,Other Hyundai,2011,119000,Manual,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,146,1599,112,6000,4500,10.2,190,6.5,Original
259,533000,Other,Other Other,2007,315000,Automatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,285,1896,131,4000,1750,10.4,205,5.7,Original
260,817000,Other,Other Other,2013,229000,Semiautomatic,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,250,1598,105,3000,1500,10.9,194,3.9,Original
261,745000,Renault,Clio,2023,6001,Manual,Gasoline,Hatchback,Warranted,Dealer,Front-Wheel Drive,3,95,999,65,6250,3600,17.1,160,4.9,Original
262,2000000,BMW,5 Series,2013,218000,Automatic,Diesel,Sedan,Warrantless,Dealer,4WD (Continuous),4,450,1995,218,4400,1500,7.0,240,5.1,Original
263,470000,Fiat,Other Fiat,2011,201000,Manual,LPG & Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,115,1368,77,6000,3250,13.2,165,5.9,Painted or Changed
264,1565000,Audi,Other Audi,2017,57000,Semiautomatic,Diesel,Sedan,Warranted,Dealer,Front-Wheel Drive,4,250,1598,110,3200,1500,10.7,203,3.7,Original
265,1180000,Mercedes - Benz,Other Mercedes - Benz,2011,175000,Automatic,Gasoline,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,250,1796,156,5000,1600,9.0,225,6.7,Painted or Changed
266,440000,Renault,Megane,2005,133000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,200,1461,86,4000,1900,12.8,175,4.7,Original
267,750000,Ford,Focus,2015,232000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,300,1499,120,3600,1750,10.9,193,4.2,Original
268,840000,Volkswagen,Jetta,2015,110000,Manual,Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,200,1395,125,5000,1400,9.6,206,5.3,Original
269,885000,Honda,Civic,2014,168000,Automatic,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,152,1598,125,6500,4300,9.9,200,6.7,Original
270,3850000,BMW,5 Series,2022,23000,Automatic,Gasoline,Sedan,Warranted,Dealer,Rear-Wheel Drive,4,140,1401,151,2500,1200,15.2,155,5.5,Original
271,438000,Renault,Megane,2007,227000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,185,1461,80,4000,2000,14.5,171,4.6,Original
272,920999,Audi,Other Audi,2009,202000,Automatic,Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,230,1798,120,6200,4500,10.5,200,7.5,Original
273,749000,Honda,Civic,2011,167000,Automatic,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,152,1595,125,6500,4200,10.3,192,6.7,Original
274,895000,Seat,Other Seat,2013,169000,Semiautomatic,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,250,1598,105,3000,1500,10.7,190,3.9,Painted or Changed
275,595000,Volkswagen,Passat,2006,280000,Automatic,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,155,1598,115,6000,4000,12.7,195,7.7,Painted or Changed
276,735000,Volkswagen,Golf,2011,240000,Semiautomatic,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,250,1598,105,4400,2500,11.2,189,4.7,Original
277,964900,Honda,Other Honda,2022,6250,Automatic,Gasoline,Sedan,Warranted,Dealer,Front-Wheel Drive,4,145,1498,121,6600,4300,10.5,198,6.2,Original
278,1454900,Honda,Civic,2022,6300,Automatic,LPG & Gasoline,Sedan,Warranted,Dealer,Front-Wheel Drive,4,180,1498,129,6000,1700,10.5,200,6.5,Original
279,415000,Fiat,Linea,2013,234000,Manual,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,200,1248,95,4000,1500,13.8,170,4.9,Painted or Changed
280,310000,Seat,Other Seat,2004,255000,Manual,LPG & Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,126,1390,75,2500,1200,13.2,174,6.4,Original
281,745000,Renault,Fluence,2015,115000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,240,1461,110,4000,2000,11.5,185,4.4,Original
282,585000,Ford,Focus,2009,156000,Automatic,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,150,1596,100,6000,4000,14.2,182,6.7,Original
283,660000,Ford,Focus,2011,126000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,270,1560,115,3600,2500,10.9,193,4.2,Painted or Changed
284,1050000,Volkswagen,Passat,2016,152000,Semiautomatic,Diesel,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,250,1598,120,4000,1750,10.8,206,4.0,Original
285,170000,Renault,Other Renault,2003,325000,Manual,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,120,1201,51,2500,1200,15.2,155,5.5,Painted or Changed
286,536000,Mercedes - Benz,Other Mercedes - Benz,2007,255000,Automatic,Gasoline,Other,Warrantless,Dealer,Front-Wheel Drive,4,140,1498,95,5200,3500,14.2,174,7.3,Painted or Changed
287,1096900,Volkswagen,Polo,2019,48600,Semiautomatic,Gasoline,Hatchback,Warranted,Dealer,Front-Wheel Drive,3,175,999,95,5500,2000,10.8,187,4.6,Painted or Changed
288,695000,BMW,Other BMW,2005,335000,Manual,Diesel,Hatchback,Warranted,Dealer,Rear-Wheel Drive,4,340,1995,163,4000,2000,7.9,217,5.7,Painted or Changed
289,740000,Renault,Clio,2017,93000,Semiautomatic,Diesel,Other,Warrantless,Dealer,Front-Wheel Drive,4,220,1461,90,4000,1750,12.9,176,3.7,Original
290,690000,Other,Other Other,2013,78000,Manual,Diesel,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,220,1461,90,4000,1750,11.8,167,4.0,Original
291,435000,Opel,Corsa,2003,125000,Manual,Gasoline,Hatchback,Warrantless,Dealer,Front-Wheel Drive,4,110,1199,75,2500,1200,13.0,170,6.3,Painted or Changed
292,675000,Renault,Clio,2019,37000,Manual,Gasoline,Hatchback,Warranted,Dealer,Front-Wheel Drive,4,107,1149,75,5500,4250,14.5,167,5.5,Original
293,1360000,Honda,Civic,2021,29500,Automatic,LPG & Gasoline,Sedan,Warrantless,Dealer,Front-Wheel Drive,4,152,1597,125,6500,4300,11.5,196,6.3,Original
294,1385000,BMW,3 Series,2015,140500,Automatic,Gasoline,Sedan,Warrantless,Dealer,Rear-Wheel Drive,4,250,1598,170,4800,1500,7.6,230,5.4,Original
